symbol,first_traded,last_traded,n_days,isin,continuity_id,company_name,listing_date,active_flag,status
APOLLOTYRE,2010-06-10,2026-06-10,3947,INE438A01022,APOLLOTYRE,APOLLO TYRES LIMITED,1995-05-31,True,active
APOLSINHOT,2016-02-22,2026-06-10,2226,INE451F01024,APOLSINHOT,APOLLO SINDOORI HOTELS LIMITED,2015-01-28,True,active
APPAPER,2010-06-10,2014-01-20,897,,APPAPER,,,,inactive
APTECHT,2010-06-10,2026-06-10,3856,INE266F01018,APTECHT,APTECH LIMITED,2002-09-27,True,active
APTUS,2021-08-24,2026-06-10,1187,INE852O01025,APTUS,APTUS VALUE HOUSING FINANCE INDIA LIMITED,2021-08-24,True,active
AQUA,2010-06-10,2013-12-09,868,,AQUA,,,,inactive
AQYLON,2026-02-23,2026-06-10,71,INE416A01051,AQYLON,AQYLON NEXUS LIMITED,2024-04-01,True,active
ARCHIDPLY,2010-06-10,2026-06-10,3336,INE877I01016,ARCHIDPLY,ARCHIDPLY INDUSTRIES LIMITED,2008-07-04,True,active
ARCHIES,2010-06-10,2026-06-10,3458,INE731A01020,ARCHIES,ARCHIES LIMITED,1998-09-02,True,active
ARCOTECH,2014-04-16,2020-12-16,1274,,ARCOTECH,,,,inactive
ARE&M,2023-10-27,2026-06-10,647,INE885A01032,ARE&M,AMARA RAJA ENERGY AND MOBILITY LIMITED,2003-09-05,True,active
ARENTERP,2018-01-12,2026-06-10,1258,INE610C01014,ARENTERP,RAJDARSHAN INDUSTRIES LIMITED,1995-10-18,True,active
AREVAT&D,2010-06-10,2012-03-09,437,,AREVAT&D,,,,inactive
ARFIN,2025-07-22,2026-06-10,151,INE784R01023,ARFIN,ARFIN INDIA LIMITED,2025-07-22,True,active
ARIES,2010-06-10,2026-06-10,3823,INE298I01015,ARIES,ARIES AGRO LIMITED,2008-01-11,True,active
ARIHANT,2010-06-10,2026-06-10,1912,INE413D01011,ARIHANT,ARIHANT FOUNDATIONS AND HOUSING LIMITED,2026-04-20,True,active
ARIHANTCAP,2021-06-15,2026-06-10,1235,INE420B01036,ARIHANTCAP,ARIHANT CAPITAL MARKETS LIMITED,2021-06-15,True,active
ARIHANTSUP,2017-03-28,2026-06-10,2056,INE643K01018,ARIHANTSUP,ARIHANT SUPERSTRUCTURES LIMITED,2017-03-28,True,active
ARIS,2026-02-09,2026-06-10,81,INE0H9P01028,ARIS,ARISINFRA SOLUTIONS LIMITED,2025-06-25,True,active
ARISINFRA,2025-06-25,2026-02-06,155,,ARISINFRA,,,,inactive
ARKADE,2024-09-24,2026-06-10,422,INE0QRL01017,ARKADE,ARKADE DEVELOPERS LIMITED,2024-09-24,True,active
ARL,2010-06-10,2012-05-11,479,,ARL,,,,inactive
ARMANFIN,2016-06-14,2026-06-10,2365,INE109C01017,ARMANFIN,ARMAN FINANCIAL SERVICES LIMITED,2016-06-14,True,active
AROGRANITE,2010-06-11,2026-06-10,3736,INE210C01013,AROGRANITE,ARO GRANITE INDUSTRIES LIMITED,2007-04-24,True,active
ARROWCOAT,2015-05-21,2016-05-10,238,,ARROWCOAT,,,,inactive
ARROWGREEN,2016-05-11,2026-06-10,1971,INE570D01018,ARROWGREEN,ARROW GREENTECH LIMITED,2015-05-21,True,active
ARROWTEX,2010-06-10,2020-01-01,2067,,ARROWTEX,,,,inactive
ARSHIYA,2010-06-10,2023-12-13,2827,INE968D01022,ARSHIYA,ARSHIYA LIMITED,2009-12-14,True,inactive
ARSSBL,2025-09-30,2026-06-10,169,INE549H01021,ARSSBL,ANAND RATHI SHARE AND STOCK BROKERS LIMITED,2025-09-30,True,active
ARSSINFRA,2010-06-10,2022-05-24,2425,,ARSSINFRA,,,,inactive
ARTEMISMED,2020-02-06,2026-06-10,1494,INE025R01021,ARTEMISMED,ARTEMIS MEDICARE SERVICES LIMITED,2020-01-23,True,active
ARTNIRMAN,2021-10-20,2026-06-10,645,INE738V01013,ARTNIRMAN,ART NIRMAN LIMITED,2021-10-18,True,active
ARVEE,2021-03-22,2026-06-10,709,INE006Z01016,ARVEE,ARVEE LABORATORIES (INDIA) LIMITED,2021-03-22,True,active
ARVIND,2010-06-10,2026-06-10,3947,INE034A01011,ARVIND,ARVIND LIMITED,1995-02-08,True,active
ARVINDFASN,2019-03-25,2026-06-10,1781,INE955V01021,ARVINDFASN,ARVIND FASHIONS LIMITED,2019-03-08,True,active
ARVINDREM,2012-06-08,2015-09-24,811,,ARVINDREM,,,,inactive
ARVINFRA,2015-09-09,2016-12-02,280,,ARVINFRA,,,,inactive
ARVSMART,2016-12-05,2026-06-10,2293,INE034S01021,ARVSMART,ARVIND SMARTSPACES LIMITED,2015-08-26,True,active
ASAHIINDIA,2010-06-10,2026-06-10,3947,INE439A01020,ASAHIINDIA,ASAHI INDIA GLASS LIMITED,1998-03-18,True,active
ASAHISONG,2011-08-29,2026-06-10,3495,INE228I01012,ASAHISONG,ASAHI SONGWON COLORS LIMITED,2011-08-29,True,active
ASAL,2010-06-10,2026-06-10,3465,INE900C01027,ASAL,AUTOMOTIVE STAMPINGS AND ASSEMBLIES LIMITED,2002-03-12,True,active
ASALCBR,2020-02-12,2026-06-10,1564,INE073G01016,ASALCBR,ASSOCIATED ALCOHOLS AND BREWERIES LIMITED,2020-02-12,True,active
ASHAPURMIN,2010-06-10,2026-06-10,3478,INE348A01023,ASHAPURMIN,ASHAPURA MINECHEM LIMITED,1995-09-20,True,active
ASHCO,2010-08-20,2010-09-20,21,,ASHCO,,,,inactive
ASHCONIUL,2010-10-04,2013-07-18,380,,ASHCONIUL,,,,inactive
ASHIANA,2011-06-29,2026-06-10,3682,INE365D01021,ASHIANA,ASHIANA HOUSING LIMITED,2011-06-29,True,active
ASHIKA,2026-04-20,2026-06-10,36,INE094B01013,ASHIKA,ASHIKA CREDIT CAPITAL LIMITED,2026-04-20,True,active
ASHIMASYN,2010-06-10,2026-06-10,3007,INE440A01010,ASHIMASYN,ASHIMA LIMITED,1995-07-27,True,active
ASHOKA,2010-10-14,2026-06-10,3858,INE442H01029,ASHOKA,ASHOKA BUILDCON LIMITED,2010-10-14,True,active
ASHOKAMET,2023-06-27,2026-06-10,505,INE760Y01011,ASHOKAMET,ASHOKA METCAST LIMITED,2023-06-27,True,active
ASHOKLEY,2010-06-10,2026-06-10,3947,INE208A01029,ASHOKLEY,ASHOK LEYLAND LIMITED,1995-05-25,True,active
ASIANELEC,2010-06-10,2013-10-24,500,,ASIANELEC,,,,inactive
ASIANENE,2021-12-09,2026-06-10,1019,INE276G01015,ASIANENE,ASIAN ENERGY SERVICES LIMITED,2021-12-09,True,active
ASIANHOTNR,2010-06-10,2026-06-10,3454,INE363A01022,ASIANHOTNR,ASIAN HOTELS (NORTH) LIMITED,2010-04-07,True,active
ASIANPAINT,2010-06-10,2026-06-10,3947,INE021A01026,ASIANPAINT,ASIAN PAINTS LIMITED,1995-05-31,True,active
ASIANTILES,2010-06-10,2026-06-10,3720,INE022I01019,ASIANTILES,ASIAN GRANITO INDIA LIMITED,2007-08-23,True,active
ASIL,2010-08-20,2017-08-02,522,,ASIL,,,,inactive
ASKAUTOLTD,2023-11-15,2026-06-10,635,INE491J01022,ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,2023-11-15,True,active
ASMS,2023-03-01,2026-06-10,543,INE855F01042,ASMS,BARTRONICS INDIA LIMITED,2023-02-09,True,active
ASPINWALL,2017-08-23,2026-06-10,2169,INE991I01015,ASPINWALL,ASPINWALL AND COMPANY LIMITED,2016-06-14,True,active
ASSAMCO,2010-06-10,2019-02-27,1964,,ASSAMCO,,,,inactive
ASTAR,2026-04-20,2026-06-10,32,INE194D01017,ASTAR,ASIAN STAR COMPANY LIMITED,2026-04-20,True,active
ASTEC,2010-06-10,2026-06-10,3768,INE563J01010,ASTEC,ASTEC LIFESCIENCES LIMITED,2009-11-25,True,active
ASTERDM,2018-02-26,2026-06-10,2044,INE914M01019,ASTERDM,ASTER DM HEALTHCARE LIMITED,2018-02-26,True,active
ASTERSILI,2010-07-28,2013-08-21,508,,ASTERSILI,,,,inactive
ASTRAL,2010-06-10,2026-06-10,3947,INE006I01046,ASTRAL,ASTRAL LIMITED,2007-03-20,True,active
ASTRAMICRO,2010-06-10,2026-06-10,3947,INE386C01029,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LIMITED,2004-11-01,True,active
ASTRAZEN,2010-06-10,2026-06-10,3944,INE203A01020,ASTRAZEN,ASTRAZENECA PHARMA INDIA LIMITED,2001-05-04,True,active
ASTRON,2018-01-12,2026-04-16,1767,INE646X01014,ASTRON,ASTRON PAPER AND BOARD MILL LIMITED,2017-12-29,True,active
ATALREAL,2023-05-12,2026-06-10,420,INE0ALR01029,ATALREAL,ATAL REALTECH LIMITED,2023-05-12,True,active
ATAM,2023-05-10,2026-06-10,647,INE09KD01013,ATAM,ATAM VALVES LIMITED,2023-05-10,True,active
ATFL,2010-06-10,2025-03-27,3653,,ATFL,,,,inactive
ATGL,2021-01-13,2026-06-10,1159,INE399L01023,ATGL,ADANI TOTAL GAS LIMITED,2018-11-05,True,active
ATHERENERG,2025-05-06,2026-06-10,272,INE0LEZ01016,ATHERENERG,ATHER ENERGY LIMITED,2025-05-06,True,active
ATL,2023-08-25,2026-06-10,689,INE0NN701020,ATL,ALLCARGO TERMINALS LIMITED,2023-08-10,True,active
ATLANTA,2010-06-10,2023-12-13,2905,,ATLANTA,,,,inactive
ATLANTAA,2024-03-18,2026-06-10,238,INE285H01022,ATLANTAA,ATLANTAA LIMITED,2006-09-25,True,active
ATLANTAELE,2025-09-29,2026-06-03,159,INE0Z4F01028,ATLANTAELE,ATLANTA ELECTRICALS LIMITED,2025-09-29,True,active
ATLASCYCLE,2010-06-10,2026-06-10,1758,INE446A01025,ATLASCYCLE,ATLAS CYCLES (HARYANA) LIMITED,1996-10-23,True,active
ATNINTER,2010-08-20,2017-02-01,1026,,ATNINTER,,,,inactive
ATUL,2010-06-10,2026-06-10,3947,INE100A01010,ATUL,ATUL LIMITED,1998-05-06,True,active
ATULAUTO,2013-06-26,2026-06-10,3068,INE951D01028,ATULAUTO,ATUL AUTO LIMITED,2013-06-26,True,active
AUBANK,2017-07-10,2026-06-10,2202,INE949L01017,AUBANK,AU SMALL FINANCE BANK LIMITED,2017-07-10,True,active
AURIGROW,2025-10-17,2026-06-10,96,INE925Y01036,AURIGROW,AURI GROW INDIA LIMITED,2020-12-24,True,active
AURIONPRO,2010-06-10,2026-06-10,3574,INE132H01018,AURIONPRO,AURIONPRO SOLUTIONS LIMITED,2005-10-25,True,active
AUROPHARMA,2010-06-10,2026-06-10,3947,INE406A01037,AUROPHARMA,AUROBINDO PHARMA LIMITED,2000-07-19,True,active
AURUM,2021-10-22,2026-06-10,904,INE898S01029,AURUM,AURUM PROPTECH LIMITED,2015-08-19,True,active
AUSOMENT,2010-06-11,2026-05-18,2642,INE218C01016,AUSOMENT,AUSOM ENTERPRISE LIMITED,1996-04-17,True,active
AUSTRAL,2010-06-10,2017-05-19,1287,,AUSTRAL,,,,inactive
AUTOAXLES,2010-06-10,2026-06-10,3943,INE449A01011,AUTOAXLES,AUTOMOTIVE AXLES LIMITED,2003-05-29,True,active
AUTOBEES,2022-05-10,2026-06-10,1012,,AUTOBEES,,,,active
AUTOIETF,2023-12-20,2026-06-10,611,,AUTOIETF,,,,active
AUTOIND,2010-06-10,2026-05-21,3538,INE718H01014,AUTOIND,AUTOLINE INDUSTRIES LIMITED,2007-01-31,True,active
AUTOLITIND,2010-06-10,2021-01-22,2238,,AUTOLITIND,,,,inactive
AVADHSUGAR,2017-11-22,2026-04-22,2076,INE349W01017,AVADHSUGAR,AVADH SUGAR AND ENERGY LIMITED,2017-07-28,True,active
AVAILFC,2026-04-20,2026-06-03,31,,AVAILFC,,,,active
AVALON,2023-04-18,2026-06-10,779,INE0LCL01028,AVALON,AVALON TECHNOLOGIES LIMITED,2023-04-18,True,active
AVANTEL,2024-07-31,2026-06-10,460,INE005B01027,AVANTEL,AVANTEL LIMITED,2024-07-31,True,active
AVANTI,2010-06-11,2015-01-29,875,,AVANTI,,,,inactive
AVANTIFEED,2015-04-15,2026-06-10,2753,INE871C01038,AVANTIFEED,AVANTI FEEDS LIMITED,2015-04-15,True,active
AVENTIS,2010-06-10,2012-07-10,521,,AVENTIS,,,,inactive
AVG,2023-05-12,2026-06-10,681,INE680Z01018,AVG,AVG LOGISTICS LIMITED,2023-05-12,True,active
AVL,2024-11-06,2026-06-10,392,INE679V01027,AVL,ADITYA VISION LIMITED,2024-11-06,True,active
AVONMORE,2023-01-04,2026-06-10,558,INE323B01024,AVONMORE,AVONMORE CAPITAL AND MANAGEMENT SERVICES LIMITED,2023-01-04,True,active
AVROIND,2022-04-07,2026-06-10,827,INE652Z01025,AVROIND,AVRO INDIA LIMITED,2022-04-07,True,active
AVTNPL,2010-06-10,2026-06-10,3947,INE488D01021,AVTNPL,AVT NATURAL PRODUCTS LIMITED,2007-01-10,True,active
AWFIS,2024-05-30,2026-06-10,502,INE108V01019,AWFIS,AWFIS SPACE SOLUTIONS LIMITED,2024-05-30,True,active
AWHCL,2021-01-01,2026-06-10,1345,INE01BK01022,AWHCL,ANTONY WASTE HANDLING CELL LIMITED,2021-01-01,True,active
AWL,2022-02-08,2026-06-10,1001,INE699H01024,AWL,AWL AGRI BUSINESS LIMITED,2022-02-08,True,active
AXIS-IT&T,2010-06-11,2014-10-07,903,,AXIS-IT&T,,,,inactive
AXISBANK,2010-06-10,2026-06-10,3947,INE238A01034,AXISBANK,AXIS BANK LIMITED,1998-11-16,True,active
AXISBNKETF,2020-11-09,2026-06-10,1381,,AXISBNKETF,,,,active
AXISBPSETF,2021-05-18,2026-04-28,1226,,AXISBPSETF,,,,active
AXISCADES,2014-10-08,2026-06-10,2472,INE555B01013,AXISCADES,AXISCADES TECHNOLOGIES LIMITED,2000-12-21,True,active
AXISCETF,2021-09-23,2026-06-10,1166,,AXISCETF,,,,active
AXISGOLD,2010-11-16,2026-06-10,3834,,AXISGOLD,,,,active
AXISHCETF,2021-05-21,2026-06-10,1252,,AXISHCETF,,,,active
AXISILVER,2022-09-27,2026-06-10,915,,AXISILVER,,,,active
AXISNIFTY,2017-07-10,2026-06-10,2187,,AXISNIFTY,,,,active
AXISTECETF,2021-03-31,2026-06-10,1285,,AXISTECETF,,,,active
AXISVALUE,2025-03-20,2026-06-10,300,,AXISVALUE,,,,active
AXITA,2022-06-21,2026-06-10,844,INE02EZ01022,AXITA,AXITA COTTON LIMITED,2022-06-21,True,active
AXSENSEX,2023-03-29,2026-06-10,789,,AXSENSEX,,,,active
AYE,2026-02-16,2026-06-10,76,INE501X01029,AYE,AYE FINANCE LIMITED,2026-02-16,True,active
AYMSYNTEX,2016-02-03,2026-06-10,2418,INE193B01039,AYMSYNTEX,AYM SYNTEX LIMITED,2015-08-14,True,active
AZAD,2023-12-28,2026-06-10,606,INE02IJ01035,AZAD,AZAD ENGINEERING LIMITED,2023-12-28,True,active
BAFNAPH,2020-03-17,2026-06-09,437,INE878I01022,BAFNAPH,BAFNA PHARMACEUTICALS LIMITED,2020-02-27,True,active
BAFNAPHARM,2012-11-12,2019-05-31,1556,,BAFNAPHARM,,,,inactive
BAGFILMS,2010-06-11,2026-06-10,2911,INE116D01028,BAGFILMS,B.A.G FILMS AND MEDIA LIMITED,2003-10-17,True,active
BAIDFIN,2023-01-20,2026-06-10,684,INE020D01022,BAIDFIN,BAID FINSERV LIMITED,2023-01-20,True,active
BAJAJ-AUTO,2010-06-10,2026-06-10,3947,INE917I01010,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2008-05-26,True,active
BAJAJCON,2019-01-15,2026-06-10,1828,INE933K01021,BAJAJCON,BAJAJ CONSUMER CARE LIMITED,2010-08-18,True,active
BAJAJCORP,2010-08-18,2019-01-14,2070,,BAJAJCORP,,,,inactive
BAJAJELEC,2010-06-10,2026-06-10,3937,INE193E01025,BAJAJELEC,BAJAJ ELECTRICALS LIMITED,2007-11-02,True,active
BAJAJFINSV,2010-06-10,2026-06-10,3947,INE918I01026,BAJAJFINSV,BAJAJ FINSERV LIMITED,2008-05-26,True,active
BAJAJHCARE,2021-11-25,2026-06-10,1124,INE411U01027,BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,2021-11-25,True,active
BAJAJHFL,2024-09-16,2026-06-10,428,INE377Y01014,BAJAJHFL,BAJAJ HOUSING FINANCE LIMITED,2024-09-16,True,active
BAJAJHIND,2010-06-10,2026-06-10,3875,INE306A01021,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LIMITED,1995-05-10,True,active
BAJAJHLDNG,2010-06-10,2026-06-10,3947,INE118A01012,BAJAJHLDNG,BAJAJ HOLDINGS AND INVESTMENT LIMITED,1995-03-15,True,active
BAJAJINDEF,2025-03-10,2026-06-10,307,INE0O9T01021,BAJAJINDEF,INDEF MANUFACTURING LIMITED,2025-02-21,True,active
BAJAJST,2026-04-20,2026-06-10,36,INE704G01024,BAJAJST,BAJAJ STEEL INDUSTRIES LIMITED,2026-04-20,True,active
BAJAUTOFIN,2010-06-10,2010-09-28,78,INE296A01032,BAJFINANCE,,,,inactive
BAJEL,2024-01-03,2026-06-10,544,INE0KQN01018,BAJEL,BAJEL PROJECTS LIMITED,2023-12-19,True,active
BAJFINANCE,2010-09-29,2026-06-10,3869,INE296A01032,BAJFINANCE,BAJAJ FINANCE LIMITED,2003-04-01,True,active
BALAJEE,2024-09-26,2026-06-10,420,INE0S2G01011,BALAJEE,SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,2024-09-12,True,active
BALAJITELE,2010-06-10,2026-06-10,3726,INE794B01026,BALAJITELE,BALAJI TELEFILMS LIMITED,2000-11-22,True,active
BALAMINES,2010-06-10,2026-06-10,3947,INE050E01027,BALAMINES,BALAJI AMINES LIMITED,2007-04-05,True,active
BALAXI,2019-03-19,2026-04-20,1467,INE618N01022,BALAXI,BALAXI PHARMACEUTICALS LIMITED,2015-11-30,True,active
BALKRISHNA,2016-09-06,2026-06-10,1902,INE875R01011,BALKRISHNA,BALKRISHNA PAPER MILLS LIMITED,2015-07-28,True,active
BALKRISIND,2010-06-10,2026-06-10,3937,INE787D01026,BALKRISIND,BALKRISHNA INDUSTRIES LIMITED,2006-01-27,True,active
BALLARPUR,2010-06-10,2020-11-27,2420,,BALLARPUR,,,,inactive
BALMLAWRIE,2010-06-10,2026-06-10,3947,INE164A01016,BALMLAWRIE,BALMER LAWRIE AND COMPANY LIMITED,1995-07-06,True,active
BALPHARMA,2010-06-11,2026-06-10,3620,INE083D01012,BALPHARMA,BAL PHARMA LIMITED,2006-05-08,True,active
BALRAMCHIN,2010-06-10,2026-06-10,3947,INE119A01028,BALRAMCHIN,BALRAMPUR CHINI MILLS LIMITED,1995-02-08,True,active
BALUFORGE,2024-04-29,2026-06-10,466,INE011E01029,BALUFORGE,BALU FORGE INDUSTRIES LIMITED,2024-04-29,True,active
BANARBEADS,2013-06-28,2026-06-10,2855,INE655B01011,BANARBEADS,BANARAS BEADS LIMITED,1995-07-07,True,active
BANARISUG,2010-06-10,2026-06-10,3908,INE459A01010,BANARISUG,BANNARI AMMAN SUGARS LIMITED,2003-05-28,True,active
BANCOINDIA,2010-06-10,2026-06-10,3947,INE213C01025,BANCOINDIA,BANCO PRODUCTS (I) LIMITED,2006-12-22,True,active
BANDHANBNK,2018-03-27,2026-06-10,2024,INE545U01014,BANDHANBNK,BANDHAN BANK LIMITED,2018-03-27,True,active
BANG,2010-06-10,2026-06-10,3251,INE863I01016,BANG,BANG OVERSEAS LIMITED,2008-02-20,True,active
BANK10ADD,2026-03-12,2026-06-10,59,,BANK10ADD,,,,active
BANKA,2020-10-29,2026-04-16,1117,INE862Y01015,BANKA,BANKA BIOLOO LIMITED,2020-10-29,True,active
BANKADD,2025-12-15,2026-06-10,118,,BANKADD,,,,active
BANKBARODA,2010-06-10,2026-06-10,3947,INE028A01039,BANKBARODA,BANK OF BARODA,1997-02-19,True,active
BANKBEES,2010-06-10,2026-06-10,3947,,BANKBEES,,,,active
BANKBETA,2025-12-24,2026-06-10,111,,BANKBETA,,,,active
BANKBETF,2024-01-29,2026-06-10,585,,BANKBETF,,,,active
BANKETF,2023-07-26,2026-06-10,710,,BANKETF,,,,active
BANKETFADD,2024-02-15,2025-12-12,454,,BANKETFADD,,,,inactive
BANKIETF,2023-12-20,2026-06-10,611,,BANKIETF,,,,active
BANKINDIA,2010-06-10,2026-06-10,3947,INE084A01016,BANKINDIA,BANK OF INDIA,1997-04-30,True,active
BANKNIFTY1,2024-03-20,2026-06-10,548,,BANKNIFTY1,,,,active
BANKPSU,2024-10-08,2026-06-10,413,,BANKPSU,,,,active
BANKRAJAS,2010-06-10,2010-08-23,53,,BANKRAJAS,,,,inactive
BANSALWIRE,2024-07-10,2026-06-10,474,INE0B9K01025,BANSALWIRE,BANSAL WIRE INDUSTRIES LIMITED,2024-07-10,True,active
BANSWRAS,2010-06-10,2026-06-10,3721,INE629D01020,BANSWRAS,BANSWARA SYNTEX LIMITED,2007-04-11,True,active
BARBEQUE,2021-04-07,2025-10-10,1120,,BARBEQUE,,,,inactive
BARTRONICS,2010-06-10,2019-09-09,2026,,BARTRONICS,,,,inactive
BASF,2010-06-10,2026-06-10,3947,INE373A01013,BASF,BASF INDIA LIMITED,1995-05-17,True,active
BASML,2010-06-10,2026-06-10,3694,INE186H01022,BASML,BANNARI AMMAN SPINNING MILLS LIMITED,2005-11-14,True,active
BATAINDIA,2010-06-10,2026-06-10,3947,INE176A01028,BATAINDIA,BATA INDIA LIMITED,2003-06-18,True,active
BATLIBOI,2010-06-10,2026-06-10,466,INE177C01022,BATLIBOI,BATLIBOI LIMITED,2026-04-20,True,active
BAYERCROP,2010-06-10,2026-06-10,3947,INE462A01022,BAYERCROP,BAYER CROPSCIENCE LIMITED,2010-01-08,True,active
BBETF0432,2021-12-17,2026-06-10,1108,,BBETF0432,,,,active
BBL,2010-06-10,2026-06-10,3897,INE464A01036,BBL,BHARAT BIJLEE LIMITED,2006-11-21,True,active
BBNPNBETF,2024-06-24,2026-06-10,486,,BBNPNBETF,,,,active
BBNPPGOLD,2023-12-19,2026-06-10,610,,BBNPPGOLD,,,,active
BBOX,2021-12-03,2026-06-10,946,INE676A01027,BBOX,BLACK BOX LIMITED,2003-07-22,True,active
BBTC,2010-06-10,2026-06-10,3947,INE050A01025,BBTC,THE BOMBAY BURMAH TRADING CORPORATION LIMITED,1996-04-03,True,active
BBTCL,2022-11-23,2026-06-10,877,INE01EE01011,BBTCL,BANDB TRIPLEWALL CONTAINERS LIMITED,2022-11-23,True,active
BCG,2018-10-08,2026-06-10,1192,INE425B01027,BCG,BRIGHTCOM GROUP LIMITED,2015-05-08,True,active
BCLIND,2021-03-04,2026-06-10,1182,INE412G01024,BCLIND,BCL INDUSTRIES LIMITED,2021-03-04,True,active
BCONCEPTS,2022-01-11,2026-06-10,659,INE977Y01011,BCONCEPTS,BRAND CONCEPTS LIMITED,2022-01-11,True,active
BCP,2019-08-19,2023-04-28,766,,BCP,,,,inactive
BCPL,2026-03-27,2026-06-10,49,INE00SW01015,BCPL,BCPL RAILWAY INFRASTRUCTURE LIMITED,2026-03-27,True,active
BDL,2018-03-23,2026-06-10,2026,INE171Z01026,BDL,BHARAT DYNAMICS LIMITED,2018-03-23,True,active
BEARDSELL,2010-06-11,2026-06-10,2635,INE520H01022,BEARDSELL,BEARDSELL LIMITED,2015-01-13,True,active
BECREL,2010-08-09,2013-11-20,445,,BECREL,,,,inactive
BECTORFOOD,2020-12-24,2026-06-10,1350,INE495P01020,BECTORFOOD,MRS. BECTORS FOOD SPECIALITIES LIMITED,2020-12-24,True,active
BEDMUTHA,2010-10-14,2026-06-10,3275,INE844K01012,BEDMUTHA,BEDMUTHA INDUSTRIES LIMITED,2010-10-14,True,active
BEEKAY,2026-04-20,2026-06-10,36,INE213D01015,BEEKAY,BEEKAY STEEL INDUSTRIES LIMITED,2026-04-20,True,active
BEL,2010-06-10,2026-06-10,3947,INE263A01024,BEL,BHARAT ELECTRONICS LIMITED,2000-07-19,True,active
BELCERAMIC,2010-06-10,2010-07-23,32,,BELCERAMIC,,,,inactive
BELLACASA,2025-07-18,2026-06-10,219,INE344T01014,BELLACASA,BELLA CASA FASHION AND RETAIL LIMITED,2025-07-18,True,active
BELLCERATL,2010-09-23,2012-05-25,391,,BELLCERATL,,,,inactive
BELRISE,2025-05-28,2026-06-10,256,INE894V01022,BELRISE,BELRISE INDUSTRIES LIMITED,2025-05-28,True,active
BEML,2010-06-10,2026-06-10,3911,INE258A01024,BEML,BEML LIMITED,2003-11-05,True,active
BENGALASM,2026-04-20,2026-06-10,36,INE083K01017,BENGALASM,BENGAL AND ASSAM COMPANY LIMITED,2026-04-20,True,active
BEPL,2010-06-10,2026-06-10,3775,INE922A01025,BEPL,BHANSALI ENGINEERING POLYMERS LIMITED,2005-03-21,True,active
BERGEPAINT,2010-06-10,2026-06-10,3947,INE463A01038,BERGEPAINT,BERGER PAINTS (I) LIMITED,1999-11-24,True,active
BESTAGRO,2021-02-22,2026-06-10,996,INE052T01021,BESTAGRO,BEST AGROLIFE LIMITED,2024-04-10,True,active
BETA,2025-11-24,2026-06-10,133,INE351Y01019,BETA,BETA DRUGS LIMITED,2025-11-24,True,active
BFINVEST,2011-01-31,2026-06-10,3769,INE878K01010,BFINVEST,BF INVESTMENT LIMITED,2011-01-14,True,active
BFSI,2023-09-01,2026-06-10,684,,BFSI,,,,active
BFUTILITIE,2010-06-10,2026-06-10,3703,INE243D01012,BFUTILITIE,BF UTILITIES LIMITED,2007-05-03,True,active
BGLOBAL,2011-07-28,2014-01-10,539,,BGLOBAL,,,,inactive
BGRENERGY,2010-06-10,2026-02-23,3408,INE661I01014,BGRENERGY,BGR ENERGY SYSTEMS LIMITED,2008-01-03,True,inactive
BHAGCHEM,2021-10-18,2026-06-10,1150,INE414D01027,BHAGCHEM,BHAGIRADHA CHEMICALS AND INDUSTRIES LIMITED,2021-10-18,True,active
BHAGERIA,2016-03-02,2026-06-10,2470,INE354C01027,BHAGERIA,BHAGERIA INDUSTRIES LIMITED,2016-03-02,True,active
BHAGWATIHO,2010-06-10,2013-05-30,657,,BHAGWATIHO,,,,inactive
BHAGYANGR,2017-05-31,2026-04-29,1911,INE458B01036,BHAGYANGR,BHAGYANAGAR INDIA LIMITED,2017-05-17,True,active
BHAGYAPROP,2017-08-23,2022-12-09,1245,,BHAGYAPROP,,,,inactive
BHAGYNAGAR,2010-06-10,2017-03-09,1638,,BHAGYNAGAR,,,,inactive
BHANDARI,2017-01-30,2026-05-13,2030,INE474E01029,BHANDARI,BHANDARI HOSIERY EXPORTS LIMITED,2017-01-30,True,active
BHARATCOAL,2026-01-19,2026-06-10,95,INE05XR01022,BHARATCOAL,BHARAT COKING COAL LIMITED,2026-01-19,True,active
BHARATFIN,2016-07-01,2019-07-02,739,,BHARATFIN,,,,inactive
BHARATFORG,2010-06-10,2026-06-10,3947,INE465A01025,BHARATFORG,BHARAT FORGE LIMITED,2003-04-04,True,active
BHARATGEAR,2010-06-10,2026-06-10,3692,INE561C01019,BHARATGEAR,BHARAT GEARS LIMITED,1996-04-03,True,active
BHARATIDIL,2016-03-14,2017-09-27,316,,BHARATIDIL,,,,inactive
BHARATIWIN,2017-11-28,2018-04-18,96,,BHARATIWIN,,,,inactive
BHARATRAS,2010-06-10,2026-06-10,3723,INE838B01021,BHARATRAS,BHARAT RASAYAN LIMITED,1995-10-11,True,active
BHARATSE,2025-03-24,2026-06-10,232,INE415D01024,BHARATSE,BHARAT SEATS LIMITED,2025-03-24,True,active
